,Trial,Frame,Rater,Label,Label_ID
2494,P02T03,221,Rater2_Rater3,True,1
2495,P02T03,221,Rater3,Head,0
2496,P02T03,221,Rater3_Algorithm,True,1
2497,P02T03,222,Algorithm,Head,0
2498,P02T03,222,ManualRaters,True,1
2499,P02T03,222,Rater1,Head,0
2500,P02T03,222,Rater1_Algorithm,True,1
2501,P02T03,222,Rater1_Rater2,True,1
2502,P02T03,222,Rater1_Rater3,True,1
2503,P02T03,222,Rater2,Head,0
2504,P02T03,222,Rater2_Algorithm,True,1
2505,P02T03,222,Rater2_Rater3,True,1
2506,P02T03,222,Rater3,Head,0
2507,P02T03,222,Rater3_Algorithm,True,1
2508,P02T03,223,Algorithm,Head,0
2509,P02T03,223,ManualRaters,True,1
2510,P02T03,223,Rater1,Head,0
2511,P02T03,223,Rater1_Algorithm,True,1
2512,P02T03,223,Rater1_Rater2,True,1
2513,P02T03,223,Rater1_Rater3,True,1
2514,P02T03,223,Rater2,Head,0
2515,P02T03,223,Rater2_Algorithm,True,1
2516,P02T03,223,Rater2_Rater3,True,1
2517,P02T03,223,Rater3,Head,0
2518,P02T03,223,Rater3_Algorithm,True,1
2519,P02T03,224,Algorithm,Head,0
2520,P02T03,224,ManualRaters,True,1
2521,P02T03,224,Rater1,Head,0
2522,P02T03,224,Rater1_Algorithm,True,1
2523,P02T03,224,Rater1_Rater2,True,1
2524,P02T03,224,Rater1_Rater3,True,1
2525,P02T03,224,Rater2,Head,0
2526,P02T03,224,Rater2_Algorithm,True,1
2527,P02T03,224,Rater2_Rater3,True,1
2528,P02T03,224,Rater3,Head,0
2529,P02T03,224,Rater3_Algorithm,True,1
2530,P02T03,225,Algorithm,Head,0
2531,P02T03,225,ManualRaters,True,1
2532,P02T03,225,Rater1,Head,0
2533,P02T03,225,Rater1_Algorithm,True,1
2534,P02T03,225,Rater1_Rater2,True,1
2535,P02T03,225,Rater1_Rater3,True,1
2536,P02T03,225,Rater2,Head,0
2537,P02T03,225,Rater2_Algorithm,True,1
2538,P02T03,225,Rater2_Rater3,True,1
2539,P02T03,225,Rater3,Head,0
2540,P02T03,225,Rater3_Algorithm,True,1
2541,P02T03,226,Algorithm,Head,0
2542,P02T03,226,ManualRaters,True,1
2543,P02T03,226,Rater1,Head,0
2544,P02T03,226,Rater1_Algorithm,True,1
2545,P02T03,226,Rater1_Rater2,True,1
2546,P02T03,226,Rater1_Rater3,True,1
2547,P02T03,226,Rater2,Head,0
2548,P02T03,226,Rater2_Algorithm,True,1
2549,P02T03,226,Rater2_Rater3,True,1
2550,P02T03,226,Rater3,Head,0
2551,P02T03,226,Rater3_Algorithm,True,1
2552,P02T03,227,Algorithm,Head,0
2553,P02T03,227,ManualRaters,True,1
2554,P02T03,227,Rater1,Head,0
2555,P02T03,227,Rater1_Algorithm,True,1
2556,P02T03,227,Rater1_Rater2,True,1
2557,P02T03,227,Rater1_Rater3,True,1
2558,P02T03,227,Rater2,Head,0
2559,P02T03,227,Rater2_Algorithm,True,1
2560,P02T03,227,Rater2_Rater3,True,1
2561,P02T03,227,Rater3,Head,0
2562,P02T03,227,Rater3_Algorithm,True,1
2563,P02T03,228,Algorithm,Head,0
2564,P02T03,228,ManualRaters,True,1
2565,P02T03,228,Rater1,Head,0
2566,P02T03,228,Rater1_Algorithm,True,1
2567,P02T03,228,Rater1_Rater2,True,1
2568,P02T03,228,Rater1_Rater3,True,1
2569,P02T03,228,Rater2,Head,0
2570,P02T03,228,Rater2_Algorithm,True,1
2571,P02T03,228,Rater2_Rater3,True,1
2572,P02T03,228,Rater3,Head,0
2573,P02T03,228,Rater3_Algorithm,True,1
2574,P02T03,229,Algorithm,Head,0
2575,P02T03,229,ManualRaters,True,1
2576,P02T03,229,Rater1,Head,0
2577,P02T03,229,Rater1_Algorithm,True,1
2578,P02T03,229,Rater1_Rater2,True,1
2579,P02T03,229,Rater1_Rater3,True,1
2580,P02T03,229,Rater2,Head,0
2581,P02T03,229,Rater2_Algorithm,True,1
2582,P02T03,229,Rater2_Rater3,True,1
2583,P02T03,229,Rater3,Head,0
2584,P02T03,229,Rater3_Algorithm,True,1
2585,P02T03,230,Algorithm,Head,0
2586,P02T03,230,ManualRaters,True,1
2587,P02T03,230,Rater1,Head,0
2588,P02T03,230,Rater1_Algorithm,True,1
2589,P02T03,230,Rater1_Rater2,True,1
2590,P02T03,230,Rater1_Rater3,True,1
2591,P02T03,230,Rater2,Head,0
2592,P02T03,230,Rater2_Algorithm,True,1
2593,P02T03,230,Rater2_Rater3,True,1
2594,P02T03,230,Rater3,Head,0
2595,P02T03,230,Rater3_Algorithm,True,1
2596,P02T03,231,Algorithm,Head,0
2597,P02T03,231,ManualRaters,True,1
2598,P02T03,231,Rater1,Head,0
2599,P02T03,231,Rater1_Algorithm,True,1
2600,P02T03,231,Rater1_Rater2,True,1
2601,P02T03,231,Rater1_Rater3,True,1
2602,P02T03,231,Rater2,Head,0
2603,P02T03,231,Rater2_Algorithm,True,1
2604,P02T03,231,Rater2_Rater3,True,1
2605,P02T03,231,Rater3,Head,0
2606,P02T03,231,Rater3_Algorithm,True,1
2607,P02T09,159,Algorithm,Other,4
2608,P02T09,159,ManualRaters,True,1
2609,P02T09,159,Rater1,Head,0
2610,P02T09,159,Rater1_Algorithm,False,3
2611,P02T09,159,Rater1_Rater2,True,1
2612,P02T09,159,Rater1_Rater3,True,1
2613,P02T09,159,Rater2,Head,0
2614,P02T09,159,Rater2_Algorithm,False,3
2615,P02T09,159,Rater2_Rater3,True,1
2616,P02T09,159,Rater3,Head,0
2617,P02T09,159,Rater3_Algorithm,False,3
2618,P02T09,160,Algorithm,Other,4
2619,P02T09,160,ManualRaters,True,1
2620,P02T09,160,Rater1,Head,0
2621,P02T09,160,Rater1_Algorithm,False,3
2622,P02T09,160,Rater1_Rater2,True,1
2623,P02T09,160,Rater1_Rater3,True,1
2624,P02T09,160,Rater2,Head,0
2625,P02T09,160,Rater2_Algorithm,False,3
2626,P02T09,160,Rater2_Rater3,True,1
2627,P02T09,160,Rater3,Head,0
2628,P02T09,160,Rater3_Algorithm,False,3
2629,P02T09,161,Algorithm,Other,4
2630,P02T09,161,ManualRaters,True,1
2631,P02T09,161,Rater1,Head,0
2632,P02T09,161,Rater1_Algorithm,False,3
2633,P02T09,161,Rater1_Rater2,True,1
2634,P02T09,161,Rater1_Rater3,True,1
2635,P02T09,161,Rater2,Head,0
2636,P02T09,161,Rater2_Algorithm,False,3
2637,P02T09,161,Rater2_Rater3,True,1
2638,P02T09,161,Rater3,Head,0
2639,P02T09,161,Rater3_Algorithm,False,3
2640,P02T09,162,Algorithm,Other,4
2641,P02T09,162,ManualRaters,True,1
2642,P02T09,162,Rater1,Head,0
2643,P02T09,162,Rater1_Algorithm,False,3
2644,P02T09,162,Rater1_Rater2,True,1
2645,P02T09,162,Rater1_Rater3,True,1
2646,P02T09,162,Rater2,Head,0
2647,P02T09,162,Rater2_Algorithm,False,3
2648,P02T09,162,Rater2_Rater3,True,1
2649,P02T09,162,Rater3,Head,0
2650,P02T09,162,Rater3_Algorithm,False,3
2651,P02T09,163,Algorithm,Other,4
2652,P02T09,163,ManualRaters,True,1
2653,P02T09,163,Rater1,Head,0
2654,P02T09,163,Rater1_Algorithm,False,3
2655,P02T09,163,Rater1_Rater2,True,1
2656,P02T09,163,Rater1_Rater3,True,1
2657,P02T09,163,Rater2,Head,0
2658,P02T09,163,Rater2_Algorithm,False,3
2659,P02T09,163,Rater2_Rater3,True,1
2660,P02T09,163,Rater3,Head,0
2661,P02T09,163,Rater3_Algorithm,False,3
2662,P02T09,164,Algorithm,Other,4
2663,P02T09,164,ManualRaters,True,1
2664,P02T09,164,Rater1,Head,0
2665,P02T09,164,Rater1_Algorithm,False,3
2666,P02T09,164,Rater1_Rater2,True,1
2667,P02T09,164,Rater1_Rater3,True,1
2668,P02T09,164,Rater2,Head,0
2669,P02T09,164,Rater2_Algorithm,False,3
2670,P02T09,164,Rater2_Rater3,True,1
2671,P02T09,164,Rater3,Head,0
2672,P02T09,164,Rater3_Algorithm,False,3
2673,P02T09,165,Algorithm,Other,4
2674,P02T09,165,ManualRaters,True,1
2675,P02T09,165,Rater1,Head,0
2676,P02T09,165,Rater1_Algorithm,False,3
2677,P02T09,165,Rater1_Rater2,True,1
2678,P02T09,165,Rater1_Rater3,True,1
2679,P02T09,165,Rater2,Head,0
2680,P02T09,165,Rater2_Algorithm,False,3
2681,P02T09,165,Rater2_Rater3,True,1
2682,P02T09,165,Rater3,Head,0
2683,P02T09,165,Rater3_Algorithm,False,3
2684,P02T09,166,Algorithm,Other,4
2685,P02T09,166,ManualRaters,True,1
2686,P02T09,166,Rater1,Head,0
2687,P02T09,166,Rater1_Algorithm,False,3
2688,P02T09,166,Rater1_Rater2,True,1
2689,P02T09,166,Rater1_Rater3,True,1
2690,P02T09,166,Rater2,Head,0
2691,P02T09,166,Rater2_Algorithm,False,3
2692,P02T09,166,Rater2_Rater3,True,1
2693,P02T09,166,Rater3,Head,0
2694,P02T09,166,Rater3_Algorithm,False,3
2695,P02T09,167,Algorithm,Other,4
2696,P02T09,167,ManualRaters,True,1
2697,P02T09,167,Rater1,Head,0
2698,P02T09,167,Rater1_Algorithm,False,3
2699,P02T09,167,Rater1_Rater2,True,1
2700,P02T09,167,Rater1_Rater3,True,1
2701,P02T09,167,Rater2,Head,0
2702,P02T09,167,Rater2_Algorithm,False,3
2703,P02T09,167,Rater2_Rater3,True,1
2704,P02T09,167,Rater3,Head,0
2705,P02T09,167,Rater3_Algorithm,False,3
2706,P02T09,168,Algorithm,Other,4
2707,P02T09,168,ManualRaters,True,1
2708,P02T09,168,Rater1,Head,0
2709,P02T09,168,Rater1_Algorithm,False,3
2710,P02T09,168,Rater1_Rater2,True,1
2711,P02T09,168,Rater1_Rater3,True,1
2712,P02T09,168,Rater2,Head,0
2713,P02T09,168,Rater2_Algorithm,False,3
2714,P02T09,168,Rater2_Rater3,True,1
2715,P02T09,168,Rater3,Head,0
2716,P02T09,168,Rater3_Algorithm,False,3
2717,P02T09,169,Algorithm,Other,4
2718,P02T09,169,ManualRaters,True,1
2719,P02T09,169,Rater1,Head,0
2720,P02T09,169,Rater1_Algorithm,False,3
2721,P02T09,169,Rater1_Rater2,True,1
2722,P02T09,169,Rater1_Rater3,True,1
2723,P02T09,169,Rater2,Head,0
2724,P02T09,169,Rater2_Algorithm,False,3
2725,P02T09,169,Rater2_Rater3,True,1
2726,P02T09,169,Rater3,Head,0
2727,P02T09,169,Rater3_Algorithm,False,3
2728,P02T09,170,Algorithm,Other,4
2729,P02T09,170,ManualRaters,True,1
2730,P02T09,170,Rater1,Head,0
2731,P02T09,170,Rater1_Algorithm,False,3
2732,P02T09,170,Rater1_Rater2,True,1
2733,P02T09,170,Rater1_Rater3,True,1
2734,P02T09,170,Rater2,Head,0
2735,P02T09,170,Rater2_Algorithm,False,3
2736,P02T09,170,Rater2_Rater3,True,1
2737,P02T09,170,Rater3,Head,0
2738,P02T09,170,Rater3_Algorithm,False,3
2739,P02T09,171,Algorithm,Other,4
2740,P02T09,171,ManualRaters,True,1
2741,P02T09,171,Rater1,Head,0
2742,P02T09,171,Rater1_Algorithm,False,3
2743,P02T09,171,Rater1_Rater2,True,1
2744,P02T09,171,Rater1_Rater3,True,1
2745,P02T09,171,Rater2,Head,0
2746,P02T09,171,Rater2_Algorithm,False,3
2747,P02T09,171,Rater2_Rater3,True,1
2748,P02T09,171,Rater3,Head,0
2749,P02T09,171,Rater3_Algorithm,False,3
2750,P02T09,172,Algorithm,Other,4
2751,P02T09,172,ManualRaters,True,1
2752,P02T09,172,Rater1,Head,0
2753,P02T09,172,Rater1_Algorithm,False,3
2754,P02T09,172,Rater1_Rater2,True,1
2755,P02T09,172,Rater1_Rater3,True,1
2756,P02T09,172,Rater2,Head,0
2757,P02T09,172,Rater2_Algorithm,False,3
2758,P02T09,172,Rater2_Rater3,True,1
2759,P02T09,172,Rater3,Head,0
2760,P02T09,172,Rater3_Algorithm,False,3
2761,P02T09,173,Algorithm,Other,4
2762,P02T09,173,ManualRaters,True,1
2763,P02T09,173,Rater1,Head,0
2764,P02T09,173,Rater1_Algorithm,False,3
2765,P02T09,173,Rater1_Rater2,True,1
2766,P02T09,173,Rater1_Rater3,True,1
2767,P02T09,173,Rater2,Head,0
2768,P02T09,173,Rater2_Algorithm,False,3
2769,P02T09,173,Rater2_Rater3,True,1
2770,P02T09,173,Rater3,Head,0
2771,P02T09,173,Rater3_Algorithm,False,3
2772,P02T09,174,Algorithm,Other,4
2773,P02T09,174,ManualRaters,True,1
2774,P02T09,174,Rater1,Head,0
2775,P02T09,174,Rater1_Algorithm,False,3
2776,P02T09,174,Rater1_Rater2,True,1
2777,P02T09,174,Rater1_Rater3,True,1
2778,P02T09,174,Rater2,Head,0
2779,P02T09,174,Rater2_Algorithm,False,3
2780,P02T09,174,Rater2_Rater3,True,1
2781,P02T09,174,Rater3,Head,0
2782,P02T09,174,Rater3_Algorithm,False,3
2783,P02T09,175,Algorithm,Other,4
2784,P02T09,175,ManualRaters,True,1
2785,P02T09,175,Rater1,Head,0
2786,P02T09,175,Rater1_Algorithm,False,3
2787,P02T09,175,Rater1_Rater2,True,1
2788,P02T09,175,Rater1_Rater3,True,1
2789,P02T09,175,Rater2,Head,0
2790,P02T09,175,Rater2_Algorithm,False,3
2791,P02T09,175,Rater2_Rater3,True,1
2792,P02T09,175,Rater3,Head,0
2793,P02T09,175,Rater3_Algorithm,False,3
2794,P02T09,176,Algorithm,Other,4
2795,P02T09,176,ManualRaters,True,1
2796,P02T09,176,Rater1,Head,0
2797,P02T09,176,Rater1_Algorithm,False,3
2798,P02T09,176,Rater1_Rater2,True,1
2799,P02T09,176,Rater1_Rater3,True,1
2800,P02T09,176,Rater2,Head,0
2801,P02T09,176,Rater2_Algorithm,False,3
2802,P02T09,176,Rater2_Rater3,True,1
2803,P02T09,176,Rater3,Head,0
2804,P02T09,176,Rater3_Algorithm,False,3
2805,P02T09,177,Algorithm,Other,4
2806,P02T09,177,ManualRaters,True,1
2807,P02T09,177,Rater1,Head,0
2808,P02T09,177,Rater1_Algorithm,False,3
2809,P02T09,177,Rater1_Rater2,True,1
2810,P02T09,177,Rater1_Rater3,True,1
2811,P02T09,177,Rater2,Head,0
2812,P02T09,177,Rater2_Algorithm,False,3
2813,P02T09,177,Rater2_Rater3,True,1
2814,P02T09,177,Rater3,Head,0
2815,P02T09,177,Rater3_Algorithm,False,3
2816,P02T09,178,Algorithm,Head,0
2817,P02T09,178,ManualRaters,True,1
2818,P02T09,178,Rater1,Head,0
2819,P02T09,178,Rater1_Algorithm,True,1
2820,P02T09,178,Rater1_Rater2,True,1
2821,P02T09,178,Rater1_Rater3,True,1
2822,P02T09,178,Rater2,Head,0
2823,P02T09,178,Rater2_Algorithm,True,1
2824,P02T09,178,Rater2_Rater3,True,1
2825,P02T09,178,Rater3,Head,0
2826,P02T09,178,Rater3_Algorithm,True,1
2827,P02T09,179,Algorithm,Head,0
2828,P02T09,179,ManualRaters,True,1
2829,P02T09,179,Rater1,Head,0
2830,P02T09,179,Rater1_Algorithm,True,1
2831,P02T09,179,Rater1_Rater2,True,1
2832,P02T09,179,Rater1_Rater3,True,1
2833,P02T09,179,Rater2,Head,0
2834,P02T09,179,Rater2_Algorithm,True,1
2835,P02T09,179,Rater2_Rater3,True,1
2836,P02T09,179,Rater3,Head,0
2837,P02T09,179,Rater3_Algorithm,True,1
2838,P02T09,180,Algorithm,Head,0
2839,P02T09,180,ManualRaters,True,1
2840,P02T09,180,Rater1,Head,0
2841,P02T09,180,Rater1_Algorithm,True,1
2842,P02T09,180,Rater1_Rater2,True,1
2843,P02T09,180,Rater1_Rater3,True,1
2844,P02T09,180,Rater2,Head,0
2845,P02T09,180,Rater2_Algorithm,True,1
2846,P02T09,180,Rater2_Rater3,True,1
2847,P02T09,180,Rater3,Head,0
2848,P02T09,180,Rater3_Algorithm,True,1
2849,P02T09,181,Algorithm,Head,0
2850,P02T09,181,ManualRaters,True,1
2851,P02T09,181,Rater1,Head,0
2852,P02T09,181,Rater1_Algorithm,True,1
2853,P02T09,181,Rater1_Rater2,True,1
2854,P02T09,181,Rater1_Rater3,True,1
2855,P02T09,181,Rater2,Head,0
2856,P02T09,181,Rater2_Algorithm,True,1
2857,P02T09,181,Rater2_Rater3,True,1
2858,P02T09,181,Rater3,Head,0
2859,P02T09,181,Rater3_Algorithm,True,1
2860,P02T09,182,Algorithm,Head,0
2861,P02T09,182,ManualRaters,True,1
2862,P02T09,182,Rater1,Head,0
2863,P02T09,182,Rater1_Algorithm,True,1
2864,P02T09,182,Rater1_Rater2,True,1
2865,P02T09,182,Rater1_Rater3,True,1
2866,P02T09,182,Rater2,Head,0
2867,P02T09,182,Rater2_Algorithm,True,1
2868,P02T09,182,Rater2_Rater3,True,1
2869,P02T09,182,Rater3,Head,0
2870,P02T09,182,Rater3_Algorithm,True,1
2871,P02T09,183,Algorithm,Head,0
2872,P02T09,183,ManualRaters,True,1
2873,P02T09,183,Rater1,Head,0
2874,P02T09,183,Rater1_Algorithm,True,1
2875,P02T09,183,Rater1_Rater2,True,1
2876,P02T09,183,Rater1_Rater3,True,1
2877,P02T09,183,Rater2,Head,0
2878,P02T09,183,Rater2_Algorithm,True,1
2879,P02T09,183,Rater2_Rater3,True,1
2880,P02T09,183,Rater3,Head,0
2881,P02T09,183,Rater3_Algorithm,True,1
2882,P02T09,184,Algorithm,Head,0
2883,P02T09,184,ManualRaters,True,1
2884,P02T09,184,Rater1,Head,0
2885,P02T09,184,Rater1_Algorithm,True,1
2886,P02T09,184,Rater1_Rater2,True,1
2887,P02T09,184,Rater1_Rater3,True,1
2888,P02T09,184,Rater2,Head,0
2889,P02T09,184,Rater2_Algorithm,True,1
2890,P02T09,184,Rater2_Rater3,True,1
2891,P02T09,184,Rater3,Head,0
2892,P02T09,184,Rater3_Algorithm,True,1
2893,P02T09,185,Algorithm,Head,0
2894,P02T09,185,ManualRaters,True,1
2895,P02T09,185,Rater1,Head,0
2896,P02T09,185,Rater1_Algorithm,True,1
2897,P02T09,185,Rater1_Rater2,True,1
2898,P02T09,185,Rater1_Rater3,True,1
2899,P02T09,185,Rater2,Head,0
2900,P02T09,185,Rater2_Algorithm,True,1
2901,P02T09,185,Rater2_Rater3,True,1
2902,P02T09,185,Rater3,Head,0
2903,P02T09,185,Rater3_Algorithm,True,1
2904,P02T09,186,Algorithm,Head,0
2905,P02T09,186,ManualRaters,True,1
2906,P02T09,186,Rater1,Head,0
2907,P02T09,186,Rater1_Algorithm,True,1
2908,P02T09,186,Rater1_Rater2,True,1
2909,P02T09,186,Rater1_Rater3,True,1
2910,P02T09,186,Rater2,Head,0
2911,P02T09,186,Rater2_Algorithm,True,1
2912,P02T09,186,Rater2_Rater3,True,1
2913,P02T09,186,Rater3,Head,0
2914,P02T09,186,Rater3_Algorithm,True,1
2915,P02T09,187,Algorithm,Head,0
2916,P02T09,187,ManualRaters,True,1
2917,P02T09,187,Rater1,Head,0
2918,P02T09,187,Rater1_Algorithm,True,1
2919,P02T09,187,Rater1_Rater2,True,1
2920,P02T09,187,Rater1_Rater3,True,1
2921,P02T09,187,Rater2,Head,0
2922,P02T09,187,Rater2_Algorithm,True,1
2923,P02T09,187,Rater2_Rater3,True,1
2924,P02T09,187,Rater3,Head,0
2925,P02T09,187,Rater3_Algorithm,True,1
2926,P02T09,188,Algorithm,Head,0
2927,P02T09,188,ManualRaters,True,1
2928,P02T09,188,Rater1,Head,0
2929,P02T09,188,Rater1_Algorithm,True,1
2930,P02T09,188,Rater1_Rater2,True,1
2931,P02T09,188,Rater1_Rater3,True,1
2932,P02T09,188,Rater2,Head,0
2933,P02T09,188,Rater2_Algorithm,True,1
2934,P02T09,188,Rater2_Rater3,True,1
2935,P02T09,188,Rater3,Head,0
2936,P02T09,188,Rater3_Algorithm,True,1
2937,P02T09,189,Algorithm,Other,4
2938,P02T09,189,ManualRaters,True,1
2939,P02T09,189,Rater1,Head,0
2940,P02T09,189,Rater1_Algorithm,False,3
2941,P02T09,189,Rater1_Rater2,True,1
2942,P02T09,189,Rater1_Rater3,True,1
2943,P02T09,189,Rater2,Head,0
2944,P02T09,189,Rater2_Algorithm,False,3
2945,P02T09,189,Rater2_Rater3,True,1
2946,P02T09,189,Rater3,Head,0
2947,P02T09,189,Rater3_Algorithm,False,3
2948,P02T09,190,Algorithm,Head,0
2949,P02T09,190,ManualRaters,True,1
2950,P02T09,190,Rater1,Head,0
2951,P02T09,190,Rater1_Algorithm,True,1
2952,P02T09,190,Rater1_Rater2,True,1
2953,P02T09,190,Rater1_Rater3,True,1
2954,P02T09,190,Rater2,Head,0
2955,P02T09,190,Rater2_Algorithm,True,1
2956,P02T09,190,Rater2_Rater3,True,1
2957,P02T09,190,Rater3,Head,0
2958,P02T09,190,Rater3_Algorithm,True,1
2959,P02T09,191,Algorithm,Chest,2
2960,P02T09,191,ManualRaters,True,1
2961,P02T09,191,Rater1,Head,0
2962,P02T09,191,Rater1_Algorithm,False,3
2963,P02T09,191,Rater1_Rater2,True,1
2964,P02T09,191,Rater1_Rater3,True,1
2965,P02T09,191,Rater2,Head,0
2966,P02T09,191,Rater2_Algorithm,False,3
2967,P02T09,191,Rater2_Rater3,True,1
2968,P02T09,191,Rater3,Head,0
2969,P02T09,191,Rater3_Algorithm,False,3
2970,P02T09,192,Algorithm,Chest,2
2971,P02T09,192,ManualRaters,True,1
2972,P02T09,192,Rater1,Head,0
2973,P02T09,192,Rater1_Algorithm,False,3
2974,P02T09,192,Rater1_Rater2,True,1
2975,P02T09,192,Rater1_Rater3,True,1
2976,P02T09,192,Rater2,Head,0
2977,P02T09,192,Rater2_Algorithm,False,3
2978,P02T09,192,Rater2_Rater3,True,1
2979,P02T09,192,Rater3,Head,0
2980,P02T09,192,Rater3_Algorithm,False,3
2981,P02T09,193,Algorithm,Chest,2
2982,P02T09,193,ManualRaters,True,1
2983,P02T09,193,Rater1,Head,0
2984,P02T09,193,Rater1_Algorithm,False,3
2985,P02T09,193,Rater1_Rater2,True,1
2986,P02T09,193,Rater1_Rater3,True,1
2987,P02T09,193,Rater2,Head,0
2988,P02T09,193,Rater2_Algorithm,False,3
2989,P02T09,193,Rater2_Rater3,True,1
2990,P02T09,193,Rater3,Head,0
2991,P02T09,193,Rater3_Algorithm,False,3
2992,P02T09,194,Algorithm,Chest,2
2993,P02T09,194,ManualRaters,True,1
2994,P02T09,194,Rater1,Head,0
2995,P02T09,194,Rater1_Algorithm,False,3
2996,P02T09,194,Rater1_Rater2,True,1
2997,P02T09,194,Rater1_Rater3,True,1
2998,P02T09,194,Rater2,Head,0
2999,P02T09,194,Rater2_Algorithm,False,3
3000,P02T09,194,Rater2_Rater3,True,1
3001,P02T09,194,Rater3,Head,0
3002,P02T09,194,Rater3_Algorithm,False,3
3003,P02T09,195,Algorithm,Head,0
3004,P02T09,195,ManualRaters,True,1
3005,P02T09,195,Rater1,Head,0
3006,P02T09,195,Rater1_Algorithm,True,1
3007,P02T09,195,Rater1_Rater2,True,1
3008,P02T09,195,Rater1_Rater3,True,1
3009,P02T09,195,Rater2,Head,0
3010,P02T09,195,Rater2_Algorithm,True,1
3011,P02T09,195,Rater2_Rater3,True,1
3012,P02T09,195,Rater3,Head,0
3013,P02T09,195,Rater3_Algorithm,True,1
3014,P02T09,196,Algorithm,Head,0
3015,P02T09,196,ManualRaters,False,3
3016,P02T09,196,Rater1,Head,0
3017,P02T09,196,Rater1_Algorithm,True,1
3018,P02T09,196,Rater1_Rater2,False,3
3019,P02T09,196,Rater1_Rater3,False,3
3020,P02T09,196,Rater2,Other,4
3021,P02T09,196,Rater2_Algorithm,False,3
3022,P02T09,196,Rater2_Rater3,True,1
3023,P02T09,196,Rater3,Other,4
3024,P02T09,196,Rater3_Algorithm,False,3
3025,P02T09,197,Algorithm,Head,0
3026,P02T09,197,ManualRaters,True,1
3027,P02T09,197,Rater1,Other,4
3028,P02T09,197,Rater1_Algorithm,False,3
3029,P02T09,197,Rater1_Rater2,True,1
3030,P02T09,197,Rater1_Rater3,True,1
3031,P02T09,197,Rater2,Other,4
3032,P02T09,197,Rater2_Algorithm,False,3
3033,P02T09,197,Rater2_Rater3,True,1
3034,P02T09,197,Rater3,Other,4
3035,P02T09,197,Rater3_Algorithm,False,3
3036,P02T09,198,Algorithm,Head,0
3037,P02T09,198,ManualRaters,True,1
3038,P02T09,198,Rater1,Other,4
3039,P02T09,198,Rater1_Algorithm,False,3
3040,P02T09,198,Rater1_Rater2,True,1
3041,P02T09,198,Rater1_Rater3,True,1
3042,P02T09,198,Rater2,Other,4
3043,P02T09,198,Rater2_Algorithm,False,3
3044,P02T09,198,Rater2_Rater3,True,1
3045,P02T09,198,Rater3,Other,4
3046,P02T09,198,Rater3_Algorithm,False,3
3047,P02T09,199,Algorithm,Chest,2
3048,P02T09,199,ManualRaters,True,1
3049,P02T09,199,Rater1,Other,4
3050,P02T09,199,Rater1_Algorithm,False,3
3051,P02T09,199,Rater1_Rater2,True,1
3052,P02T09,199,Rater1_Rater3,True,1
3053,P02T09,199,Rater2,Other,4
3054,P02T09,199,Rater2_Algorithm,False,3
3055,P02T09,199,Rater2_Rater3,True,1
3056,P02T09,199,Rater3,Other,4
3057,P02T09,199,Rater3_Algorithm,False,3
3058,P02T09,200,Algorithm,Chest,2
3059,P02T09,200,ManualRaters,True,1
3060,P02T09,200,Rater1,Other,4
3061,P02T09,200,Rater1_Algorithm,False,3
3062,P02T09,200,Rater1_Rater2,True,1
3063,P02T09,200,Rater1_Rater3,True,1
3064,P02T09,200,Rater2,Other,4
3065,P02T09,200,Rater2_Algorithm,False,3
3066,P02T09,200,Rater2_Rater3,True,1
3067,P02T09,200,Rater3,Other,4
3068,P02T09,200,Rater3_Algorithm,False,3
3069,P02T09,201,Algorithm,Chest,2
3070,P02T09,201,ManualRaters,True,1
3071,P02T09,201,Rater1,Other,4
3072,P02T09,201,Rater1_Algorithm,False,3
3073,P02T09,201,Rater1_Rater2,True,1
3074,P02T09,201,Rater1_Rater3,True,1
3075,P02T09,201,Rater2,Other,4
3076,P02T09,201,Rater2_Algorithm,False,3
3077,P02T09,201,Rater2_Rater3,True,1
3078,P02T09,201,Rater3,Other,4
3079,P02T09,201,Rater3_Algorithm,False,3
3080,P02T09,202,Algorithm,Chest,2
3081,P02T09,202,ManualRaters,True,1
3082,P02T09,202,Rater1,Other,4
3083,P02T09,202,Rater1_Algorithm,False,3
3084,P02T09,202,Rater1_Rater2,True,1
3085,P02T09,202,Rater1_Rater3,True,1
3086,P02T09,202,Rater2,Other,4
3087,P02T09,202,Rater2_Algorithm,False,3
3088,P02T09,202,Rater2_Rater3,True,1
3089,P02T09,202,Rater3,Other,4
3090,P02T09,202,Rater3_Algorithm,False,3
3091,P02T09,203,Algorithm,Chest,2
3092,P02T09,203,ManualRaters,False,3
3093,P02T09,203,Rater1,Head,0
3094,P02T09,203,Rater1_Algorithm,False,3
3095,P02T09,203,Rater1_Rater2,True,1
3096,P02T09,203,Rater1_Rater3,False,3
3097,P02T09,203,Rater2,Head,0
3098,P02T09,203,Rater2_Algorithm,False,3
3099,P02T09,203,Rater2_Rater3,False,3
3100,P02T09,203,Rater3,Chest,2
3101,P02T09,203,Rater3_Algorithm,True,1
3102,P02T09,204,Algorithm,Head,0
3103,P02T09,204,ManualRaters,True,1
3104,P02T09,204,Rater1,Head,0
3105,P02T09,204,Rater1_Algorithm,True,1
3106,P02T09,204,Rater1_Rater2,True,1
3107,P02T09,204,Rater1_Rater3,True,1
3108,P02T09,204,Rater2,Head,0
3109,P02T09,204,Rater2_Algorithm,True,1
3110,P02T09,204,Rater2_Rater3,True,1
